Store id,Cogs,Date,Market Size,Regional Performance,Marketing,Product Line,Product Type,Product,Profit,Sales,State,Target COGS,Target Profit,Target Sales,Other Expenses,Total Sales,Total Profit,ProftMargin,Marketing spend,Actual Variance,Cost of Goods Sold (COGS), ROI on Marketing,Product Category,COGS overview, Revenue (Sales)
920,22,01-11-2013,Small Market,Central,7,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,20,30,60,19,#REF!,#REF!,29%,7,-5,2,2.285714286,Low Profit,22,55
505,35,01-11-2013,Small Market,South,11,Beans,Espresso,Decaf Espresso,12,87,New Mexico,20,20,60,39,#REF!,#REF!,14%,11,27,15,1.090909091,Low Profit,35,87
702,29,01-11-2013,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30,20,70,30,#REF!,#REF!,10%,8,-2,-1,0.875,Low Profit,29,68
515,29,01-11-2013,Small Market,Central,8,Beans,Coffee,Colombian,7,68,Iowa,20,20,60,30,#REF!,#REF!,10%,8,8,9,0.875,Low Profit,29,68
603,34,01-11-2013,Small Market,East,12,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,30,0,70,45,#REF!,#REF!,-5%,12,11,4,-0.333333333,Low Profit,34,81
580,32,01-11-2013,Small Market,South,8,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,20,30,60,19,#REF!,#REF!,51%,8,25,12,5.375,Low Profit,32,85
775,0,01-11-2013,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,30,40,12,#REF!,#REF!,100%,0,6,0,#DIV/0!,Low Profit,0,46
435,33,01-11-2013,Small Market,West,9,Beans,Espresso,Caffe Latte,40,86,Utah,30,30,70,21,#REF!,#REF!,47%,9,16,3,4.444444444,Low Profit,33,86
314,82,01-11-2013,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-13,130,Missouri,70,0,110,49,#REF!,#REF!,-10%,25,20,12,-0.52,Low Profit,82,130
435,82,01-11-2013,Small Market,West,25,Leaves,Herbal Tea,Mint,-12,130,Utah,70,0,110,48,#REF!,#REF!,-9%,25,20,12,-0.48,Low Profit,82,130
636,35,01-11-2013,Small Market,Central,11,Leaves,Tea,Darjeeling,13,87,Missouri,20,10,60,38,#REF!,#REF!,15%,11,27,15,1.181818182,Low Profit,35,87
573,34,01-11-2013,Small Market,Central,12,Leaves,Tea,Earl Grey,-4,81,Missouri,20,0,60,45,#REF!,#REF!,-5%,12,21,14,-0.333333333,Low Profit,34,81
314,33,01-11-2013,Small Market,Central,12,Leaves,Tea,Green Tea,-6,79,Missouri,20,0,60,45,#REF!,#REF!,-8%,12,19,13,-0.5,Low Profit,33,79
603,0,01-11-2013,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,30,40,11,#REF!,#REF!,102%,0,6,0,#DIV/0!,Low Profit,0,46
435,44,01-11-2013,Small Market,West,40,Leaves,Tea,Darjeeling,-10,113,Utah,30,-10,70,69,#REF!,#REF!,-9%,40,43,14,-0.25,Low Profit,44,113
614,29,01-12-2013,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,37,78,Ohio,20,30,60,19,#REF!,#REF!,47%,8,18,9,4.625,Low Profit,29,78
440,33,01-12-2013,Major Market,Central,9,Leaves,Herbal Tea,Lemon,43,87,Ohio,30,30,70,20,#REF!,#REF!,49%,9,17,3,4.777777778,Low Profit,33,87
774,46,01-12-2013,Major Market,East,17,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,30,10,70,50,#REF!,#REF!,9%,17,40,16,0.588235294,Low Profit,46,110
321,30,01-12-2013,Major Market,East,8,Leaves,Tea,Darjeeling,39,80,Florida,30,30,70,19,#REF!,#REF!,49%,8,10,0,4.875,Low Profit,30,80
774,29,01-12-2013,Major Market,East,8,Leaves,Tea,Green Tea,37,78,Massachusetts,30,30,70,19,#REF!,#REF!,47%,8,8,-1,4.625,Low Profit,29,78
608,24,01-12-2013,Small Market,Central,7,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,30,30,70,19,#REF!,#REF!,32%,7,-10,-6,2.714285714,Low Profit,24,60
775,0,01-12-2013,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,30,40,12,#REF!,#REF!,100%,0,6,0,#DIV/0!,Low Profit,0,46
435,31,01-12-2013,Small Market,West,8,Beans,Espresso,Caffe Latte,39,82,Utah,30,30,70,20,#REF!,#REF!,48%,8,12,1,4.875,Low Profit,31,82
715,34,01-12-2013,Small Market,Central,9,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,30,30,70,21,#REF!,#REF!,49%,9,21,4,5,Low Profit,34,91
603,39,01-12-2013,Small Market,East,14,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,20,10,60,47,#REF!,#REF!,3%,14,34,19,0.214285714,Low Profit,39,94
505,31,01-12-2013,Small Market,South,9,Leaves,Herbal Tea,Lemon,10,74,New Mexico,20,20,60,31,#REF!,#REF!,14%,9,14,11,1.111111111,Low Profit,31,74
314,38,01-12-2013,Small Market,Central,12,Leaves,Tea,Darjeeling,16,95,Missouri,30,10,70,40,#REF!,#REF!,17%,12,25,8,1.333333333,Low Profit,38,95
660,39,01-12-2013,Small Market,Central,14,Leaves,Tea,Green Tea,3,94,Missouri,30,0,70,47,#REF!,#REF!,3%,14,24,9,0.214285714,Low Profit,39,94
603,0,01-12-2013,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,30,40,11,#REF!,#REF!,102%,0,6,0,#DIV/0!,Low Profit,0,46
253,41,01-12-2013,Small Market,West,12,Leaves,Tea,Darjeeling,45,114,Washington,30,20,70,36,#REF!,#REF!,39%,12,44,11,3.75,Low Profit,41,114
435,38,01-12-2013,Small Market,West,12,Leaves,Tea,Earl Grey,18,95,Utah,20,10,60,39,#REF!,#REF!,19%,12,35,18,1.5,Low Profit,38,95
253,43,01-12-2013,Small Market,West,13,Leaves,Tea,Earl Grey,42,113,Washington,30,20,70,35,#REF!,#REF!,37%,13,43,13,3.230769231,Low Profit,43,113
216,51,01-10-2012,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,30,110,76,#REF!,#REF!,-4%,46,12,11,-0.108695652,Low Profit,51,122
440,52,01-10-2012,Major Market,Central,17,Beans,Coffee,Amaretto,26,123,Ohio,40,60,110,45,#REF!,#REF!,21%,17,13,12,1.529411765,Low Profit,52,123
937,43,01-10-2012,Major Market,Central,13,Beans,Coffee,Colombian,28,107,Ohio,30,60,100,36,#REF!,#REF!,26%,13,7,13,2.153846154,Low Profit,43,107
774,51,01-10-2012,Major Market,East,46,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,30,100,76,#REF!,#REF!,-9%,46,16,21,-0.239130435,Low Profit,51,116
832,72,01-10-2012,Major Market,South,23,Beans,Espresso,Caffe Latte,55,182,Texas,40,50,110,55,#REF!,#REF!,30%,23,72,32,2.391304348,Low Profit,72,182
863,48,01-10-2012,Major Market,East,13,Leaves,Tea,Green Tea,46,118,Florida,50,60,120,24,#REF!,#REF!,39%,13,-2,-2,3.538461538,Low Profit,48,118
985,60,01-10-2012,Small Market,South,18,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,70,100,41,#REF!,#REF!,36%,18,59,30,3.222222222,Low Profit,60,159
971,52,01-10-2012,Small Market,West,17,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,60,100,44,#REF!,#REF!,22%,17,23,22,1.588235294,Low Profit,52,123
253,56,01-10-2012,Small Market,West,21,Beans,Espresso,Caffe Mocha,16,126,Washington,40,50,110,54,#REF!,#REF!,13%,21,16,16,0.761904762,Low Profit,56,126
405,56,01-10-2012,Small Market,South,21,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,50,110,54,#REF!,#REF!,13%,21,16,16,0.761904762,Low Profit,56,126
435,45,01-10-2012,Small Market,West,14,Leaves,Herbal Tea,Lemon,23,114,Utah,20,60,90,46,#REF!,#REF!,20%,14,24,25,1.642857143,Low Profit,45,114
567,52,01-11-2012,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,10,120,76,#REF!,#REF!,-2%,47,5,2,-0.063829787,Low Profit,52,125
614,46,01-11-2012,Major Market,Central,14,Beans,Coffee,Colombian,32,114,Ohio,40,40,110,36,#REF!,#REF!,28%,14,4,6,2.285714286,Low Profit,46,114
303,52,01-11-2012,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,10,110,77,#REF!,#REF!,-3%,47,15,12,-0.085106383,Low Profit,52,125
720,59,01-11-2012,Major Market,Central,19,Leaves,Herbal Tea,Mint,32,138,Colorado,50,40,120,47,#REF!,#REF!,23%,19,18,9,1.684210526,Low Profit,59,138
713,59,01-11-2012,Major Market,South,19,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,40,120,47,#REF!,#REF!,23%,19,18,9,1.684210526,Low Profit,59,138
718,50,01-11-2012,Major Market,East,14,Leaves,Tea,Green Tea,47,123,New York,50,50,120,26,#REF!,#REF!,38%,14,3,0,3.357142857,Low Profit,50,123
860,53,01-11-2012,Small Market,East,17,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,40,120,45,#REF!,#REF!,21%,17,4,3,1.529411765,Low Profit,53,124
435,54,01-11-2012,Small Market,West,15,Beans,Espresso,Decaf Espresso,52,132,Utah,50,50,120,26,#REF!,#REF!,39%,15,12,4,3.466666667,Low Profit,54,132
505,43,01-11-2012,Small Market,South,14,Beans,Coffee,Colombian,20,109,New Mexico,50,30,120,46,#REF!,#REF!,18%,14,-11,-7,1.428571429,Low Profit,43,109
504,61,01-11-2012,Small Market,South,55,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,10,110,85,#REF!,#REF!,1%,55,37,21,0.018181818,Low Profit,61,147
541,55,01-11-2012,Small Market,West,20,Beans,Espresso,Caffe Latte,16,124,Oregon,50,30,120,53,#REF!,#REF!,13%,20,4,5,0.8,Low Profit,55,124
860,82,01-11-2012,Small Market,East,31,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,30,130,64,#REF!,#REF!,21%,31,54,22,1.225806452,Low Profit,82,184
715,61,01-11-2012,Small Market,Central,55,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,0,120,84,#REF!,#REF!,1%,55,27,11,0.036363636,Low Profit,61,147
425,53,01-11-2012,Small Market,West,16,Leaves,Tea,Darjeeling,49,141,Washington,30,50,100,39,#REF!,#REF!,35%,16,41,23,3.0625,Low Profit,53,141
419,47,01-12-2012,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,10,110,71,#REF!,#REF!,-5%,42,2,7,-0.142857143,Low Profit,47,112
513,54,01-12-2012,Major Market,Central,17,Beans,Coffee,Amaretto,29,127,Ohio,50,40,120,44,#REF!,#REF!,23%,17,7,4,1.705882353,Low Profit,54,127
512,67,01-12-2012,Major Market,South,22,Beans,Espresso,Caffe Latte,47,168,Texas,50,30,120,54,#REF!,#REF!,28%,22,48,17,2.136363636,Low Profit,67,168
309,54,01-12-2012,Major Market,Central,15,Leaves,Tea,Darjeeling,53,133,Illinois,40,50,110,26,#REF!,#REF!,40%,15,23,14,3.533333333,Low Profit,54,133
816,63,01-12-2012,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,40,130,40,#REF!,#REF!,26%,19,9,3,1.894736842,Low Profit,63,139
959,49,01-12-2012,Small Market,East,16,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,40,110,44,#REF!,#REF!,18%,16,4,9,1.3125,Low Profit,49,114
435,50,01-12-2012,Small Market,West,14,Beans,Espresso,Decaf Espresso,47,123,Utah,40,50,110,26,#REF!,#REF!,38%,14,13,10,3.357142857,Low Profit,50,123
603,52,01-12-2012,Small Market,East,16,Beans,Coffee,Amaretto,37,127,New Hampshire,40,50,110,38,#REF!,#REF!,29%,16,17,12,2.3125,Low Profit,52,127
475,55,01-12-2012,Small Market,East,49,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,10,120,78,#REF!,#REF!,-2%,49,11,5,-0.040816327,Low Profit,55,131
603,49,01-12-2012,Small Market,East,44,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,10,110,73,#REF!,#REF!,-3%,44,8,9,-0.090909091,Low Profit,49,118
503,41,01-12-2012,Small Market,West,13,Beans,Coffee,Colombian,1,98,Oregon,40,20,110,56,#REF!,#REF!,1%,13,-12,1,0.076923077,Low Profit,41,98
503,54,01-12-2012,Small Market,West,17,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,40,120,45,#REF!,#REF!,22%,17,7,4,1.647058824,Low Profit,54,127
405,65,01-12-2012,Small Market,South,24,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,20,130,58,#REF!,#REF!,15%,24,15,5,0.916666667,Low Profit,65,145
435,52,01-12-2012,Small Market,West,16,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,40,110,39,#REF!,#REF!,28%,16,17,12,2.25,Low Profit,52,127
801,48,01-12-2012,Small Market,West,15,Leaves,Herbal Tea,Lemon,28,122,Utah,40,40,110,46,#REF!,#REF!,23%,15,12,8,1.866666667,Low Profit,48,122
425,49,01-12-2012,Small Market,West,13,Leaves,Herbal Tea,Lemon,46,120,Washington,40,50,110,25,#REF!,#REF!,38%,13,10,9,3.538461538,Low Profit,49,120
860,50,01-12-2012,Small Market,East,14,Leaves,Tea,Darjeeling,47,123,Connecticut,50,50,120,26,#REF!,#REF!,38%,14,3,0,3.357142857,Low Profit,50,123
234,51,01-10-2013,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,40,30,110,76,#REF!,#REF!,-5%,46,20,11,-0.152173913,Low Profit,51,130
614,52,01-10-2013,Major Market,Central,17,Beans,Coffee,Amaretto,39,131,Ohio,40,60,110,45,#REF!,#REF!,30%,17,21,12,2.294117647,Low Profit,52,131
937,43,01-10-2013,Major Market,Central,13,Beans,Coffee,Colombian,42,114,Ohio,30,60,100,36,#REF!,#REF!,37%,13,14,13,3.230769231,Low Profit,43,114
774,51,01-10-2013,Major Market,East,46,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,30,30,100,76,#REF!,#REF!,-13%,46,24,21,-0.347826087,Low Profit,51,124
682,72,01-10-2013,Major Market,South,23,Beans,Espresso,Caffe Latte,82,194,Texas,40,50,110,55,#REF!,#REF!,42%,23,84,32,3.565217391,Low Profit,72,194
772,48,01-10-2013,Major Market,East,13,Leaves,Tea,Green Tea,68,126,Florida,50,60,120,24,#REF!,#REF!,54%,13,6,-2,5.230769231,Low Profit,48,126
225,60,01-10-2013,Small Market,South,18,Beans,Espresso,Caffe Mocha,86,169,Louisiana,30,70,100,41,#REF!,#REF!,51%,18,69,30,4.777777778,Low Profit,60,169
541,52,01-10-2013,Small Market,West,17,Beans,Espresso,Caffe Mocha,40,131,Oregon,30,60,100,44,#REF!,#REF!,31%,17,31,22,2.352941176,Low Profit,52,131
425,56,01-10-2013,Small Market,West,21,Beans,Espresso,Caffe Mocha,24,134,Washington,40,50,110,54,#REF!,#REF!,18%,21,24,16,1.142857143,Low Profit,56,134
580,56,01-10-2013,Small Market,South,21,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,50,110,54,#REF!,#REF!,18%,21,24,16,1.142857143,Low Profit,56,134
435,45,01-10-2013,Small Market,West,14,Leaves,Herbal Tea,Lemon,34,121,Utah,20,60,90,46,#REF!,#REF!,28%,14,31,25,2.428571429,Low Profit,45,121
614,52,01-11-2013,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,50,10,120,76,#REF!,#REF!,-3%,47,13,2,-0.085106383,Low Profit,52,133
234,46,01-11-2013,Major Market,Central,14,Beans,Coffee,Colombian,47,121,Ohio,40,40,110,36,#REF!,#REF!,39%,14,11,6,3.357142857,Low Profit,46,121
970,52,01-11-2013,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-6,133,Colorado,40,10,110,77,#REF!,#REF!,-5%,47,23,12,-0.127659574,Low Profit,52,133
970,59,01-11-2013,Major Market,Central,19,Leaves,Herbal Tea,Mint,47,147,Colorado,50,40,120,47,#REF!,#REF!,32%,19,27,9,2.473684211,Low Profit,59,147
936,59,01-11-2013,Major Market,South,19,Leaves,Herbal Tea,Chamomile,47,147,Texas,50,40,120,47,#REF!,#REF!,32%,19,27,9,2.473684211,Low Profit,59,147
914,50,01-11-2013,Major Market,East,14,Leaves,Tea,Green Tea,70,131,New York,50,50,120,26,#REF!,#REF!,53%,14,11,0,5,Low Profit,50,131
203,53,01-11-2013,Small Market,East,17,Beans,Espresso,Decaf Espresso,39,132,Connecticut,50,40,120,45,#REF!,#REF!,30%,17,12,3,2.294117647,Low Profit,53,132
435,54,01-11-2013,Small Market,West,15,Beans,Espresso,Decaf Espresso,77,141,Utah,50,50,120,26,#REF!,#REF!,55%,15,21,4,5.133333333,Low Profit,54,141
505,43,01-11-2013,Small Market,South,14,Beans,Coffee,Colombian,30,116,New Mexico,50,30,120,46,#REF!,#REF!,26%,14,-4,-7,2.142857143,Low Profit,43,116
318,61,01-11-2013,Small Market,South,55,Beans,Espresso,Caffe Latte,1,157,Louisiana,40,10,110,85,#REF!,#REF!,1%,55,47,21,0.018181818,Low Profit,61,157
503,55,01-11-2013,Small Market,West,20,Beans,Espresso,Caffe Latte,24,132,Oregon,50,30,120,53,#REF!,#REF!,18%,20,12,5,1.2,Low Profit,55,132
475,82,01-11-2013,Small Market,East,31,Leaves,Herbal Tea,Lemon,56,196,Connecticut,60,30,130,64,#REF!,#REF!,29%,31,66,22,1.806451613,Low Profit,82,196
715,61,01-11-2013,Small Market,Central,55,Leaves,Tea,Earl Grey,3,157,Wisconsin,50,0,120,84,#REF!,#REF!,2%,55,37,11,0.054545455,Low Profit,61,157
509,53,01-11-2013,Small Market,West,16,Leaves,Tea,Darjeeling,73,150,Washington,30,50,100,39,#REF!,#REF!,49%,16,50,23,4.5625,Low Profit,53,150
513,47,01-12-2013,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,40,10,110,71,#REF!,#REF!,-8%,42,9,7,-0.214285714,Low Profit,47,119
234,54,01-12-2013,Major Market,Central,17,Beans,Coffee,Amaretto,43,135,Ohio,50,40,120,44,#REF!,#REF!,32%,17,15,4,2.529411765,Low Profit,54,135
361,67,01-12-2013,Major Market,South,22,Beans,Espresso,Caffe Latte,70,179,Texas,50,30,120,54,#REF!,#REF!,39%,22,59,17,3.181818182,Low Profit,67,179
630,54,01-12-2013,Major Market,Central,15,Leaves,Tea,Darjeeling,79,142,Illinois,40,50,110,26,#REF!,#REF!,56%,15,32,14,5.266666667,Low Profit,54,142
636,63,01-12-2013,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,40,130,40,#REF!,#REF!,36%,19,18,3,2.789473684,Low Profit,63,148
203,49,01-12-2013,Small Market,East,16,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,40,110,44,#REF!,#REF!,26%,16,11,9,1.9375,Low Profit,49,121
435,50,01-12-2013,Small Market,West,14,Beans,Espresso,Decaf Espresso,70,131,Utah,40,50,110,26,#REF!,#REF!,53%,14,21,10,5,Low Profit,50,131
603,52,01-12-2013,Small Market,East,16,Beans,Coffee,Amaretto,55,135,New Hampshire,40,50,110,38,#REF!,#REF!,41%,16,25,12,3.4375,Low Profit,52,135
203,55,01-12-2013,Small Market,East,49,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,10,120,78,#REF!,#REF!,-2%,49,20,5,-0.06122449,Low Profit,55,140
603,49,01-12-2013,Small Market,East,44,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,10,110,73,#REF!,#REF!,-5%,44,16,9,-0.136363636,Low Profit,49,126
541,41,01-12-2013,Small Market,West,13,Beans,Coffee,Colombian,1,104,Oregon,40,20,110,56,#REF!,#REF!,1%,13,-6,1,0.076923077,Low Profit,41,104
503,54,01-12-2013,Small Market,West,17,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,40,120,45,#REF!,#REF!,31%,17,15,4,2.470588235,Low Profit,54,135
405,65,01-12-2013,Small Market,South,24,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,20,130,58,#REF!,#REF!,21%,24,25,5,1.375,Low Profit,65,155
435,52,01-12-2013,Small Market,West,16,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,40,110,39,#REF!,#REF!,39%,16,25,12,3.3125,Low Profit,52,135
435,48,01-12-2013,Small Market,West,15,Leaves,Herbal Tea,Lemon,42,130,Utah,40,40,110,46,#REF!,#REF!,32%,15,20,8,2.8,Low Profit,48,130
425,49,01-12-2013,Small Market,West,13,Leaves,Herbal Tea,Lemon,68,128,Washington,40,50,110,25,#REF!,#REF!,53%,13,18,9,5.230769231,Low Profit,49,128
959,50,01-12-2013,Small Market,East,14,Leaves,Tea,Darjeeling,70,131,Connecticut,50,50,120,26,#REF!,#REF!,53%,14,11,0,5,Low Profit,50,131
937,21,01-10-2012,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,30,30,16,#REF!,#REF!,30%,5,23,21,3.2,Low Profit,21,53
513,27,01-10-2012,Major Market,Central,7,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,30,40,19,#REF!,#REF!,30%,7,26,17,2.857142857,Low Profit,27,66
850,56,01-10-2012,Major Market,East,21,Leaves,Herbal Tea,Lemon,16,126,Florida,30,20,60,54,#REF!,#REF!,13%,21,66,26,0.761904762,Low Profit,56,126
781,54,01-10-2012,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,20,60,53,#REF!,#REF!,11%,20,60,24,0.65,Low Profit,54,120
413,21,01-10-2012,Major Market,East,5,Leaves,Tea,Green Tea,15,53,Massachusetts,20,30,50,17,#REF!,#REF!,28%,5,3,1,3,Low Profit,21,53
505,39,01-10-2012,Small Market,South,12,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,20,50,39,#REF!,#REF!,15%,12,42,19,1.166666667,Low Profit,39,92
702,23,01-10-2012,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,30,40,18,#REF!,#REF!,29%,6,18,13,2.833333333,Low Profit,23,58
563,21,01-10-2012,Small Market,Central,5,Beans,Coffee,Amaretto,15,52,Iowa,10,30,40,16,#REF!,#REF!,29%,5,12,11,3,Low Profit,21,52
603,25,01-10-2012,Small Market,East,9,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,10,40,43,#REF!,#REF!,-21%,9,16,15,-1.333333333,Low Profit,25,56
405,21,01-10-2012,Small Market,South,5,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,30,30,17,#REF!,#REF!,28%,5,23,21,3,Low Profit,21,53
702,0,01-10-2012,Small Market,West,0,Beans,Espresso,Caffe Latte,32,43,Nevada,0,30,30,11,#REF!,#REF!,74%,0,13,0,#DIV/0!,Low Profit,0,43
603,34,01-10-2012,Small Market,East,12,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,20,40,46,#REF!,#REF!,-4%,12,37,24,-0.25,Low Profit,34,77
505,21,01-10-2012,Small Market,South,5,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,30,40,17,#REF!,#REF!,27%,5,12,11,2.8,Low Profit,21,52
971,25,01-10-2012,Small Market,West,7,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,30,40,19,#REF!,#REF!,28%,7,21,15,2.428571429,Low Profit,25,61
314,34,01-10-2012,Small Market,Central,12,Leaves,Tea,Green Tea,-3,77,Missouri,10,10,40,46,#REF!,#REF!,-4%,12,37,24,-0.25,Low Profit,34,77
603,21,01-10-2012,Small Market,East,5,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,30,50,17,#REF!,#REF!,27%,5,2,1,2.8,Low Profit,21,52
435,39,01-10-2012,Small Market,West,12,Leaves,Tea,Earl Grey,14,92,Utah,10,20,40,39,#REF!,#REF!,15%,12,52,29,1.166666667,Low Profit,39,92
360,46,01-10-2012,Small Market,West,14,Leaves,Tea,Earl Grey,31,113,Washington,20,30,50,36,#REF!,#REF!,27%,14,63,26,2.214285714,Low Profit,46,113
775,22,01-11-2012,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,20,50,17,#REF!,#REF!,30%,6,6,2,2.833333333,Low Profit,22,56
505,34,01-11-2012,Small Market,South,12,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,-10,50,46,#REF!,#REF!,-5%,12,26,14,-0.333333333,Low Profit,34,76
253,22,01-11-2012,Small Market,West,7,Beans,Espresso,Caffe Latte,11,52,Washington,20,20,50,19,#REF!,#REF!,21%,7,2,2,1.571428571,Low Profit,22,52
603,33,01-11-2012,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,0,50,45,#REF!,#REF!,-5%,12,24,13,-0.333333333,Low Profit,33,74
505,29,01-11-2012,Small Market,South,8,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,10,50,30,#REF!,#REF!,8%,8,14,9,0.625,Low Profit,29,64
503,25,01-11-2012,Small Market,West,7,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,20,50,19,#REF!,#REF!,30%,7,13,5,2.714285714,Low Profit,25,63
603,15,01-11-2012,Small Market,East,4,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,20,40,16,#REF!,#REF!,21%,4,-1,5,2,Low Profit,15,39
541,32,01-11-2012,Small Market,West,8,Leaves,Tea,Darjeeling,28,80,Oregon,20,30,50,20,#REF!,#REF!,35%,8,30,12,3.5,Low Profit,32,80
435,35,01-11-2012,Small Market,West,11,Leaves,Tea,Earl Grey,9,82,Utah,20,10,50,38,#REF!,#REF!,11%,11,32,15,0.818181818,Low Profit,35,82
801,34,01-11-2012,Small Market,West,12,Leaves,Tea,Green Tea,-3,76,Utah,20,0,50,45,#REF!,#REF!,-4%,12,26,14,-0.25,Low Profit,34,76
772,24,01-12-2012,Major Market,East,7,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,20,40,20,#REF!,#REF!,21%,7,16,14,1.714285714,Low Profit,24,56
505,38,01-12-2012,Small Market,South,12,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,0,60,39,#REF!,#REF!,13%,12,29,8,1,Low Profit,38,89
702,23,01-12-2012,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,20,50,18,#REF!,#REF!,29%,6,8,3,2.833333333,Low Profit,23,58
641,16,01-12-2012,Small Market,Central,4,Beans,Coffee,Amaretto,10,41,Iowa,10,20,40,15,#REF!,#REF!,24%,4,1,6,2.5,Low Profit,16,41
563,31,01-12-2012,Small Market,Central,9,Beans,Coffee,Colombian,8,69,Iowa,30,10,60,30,#REF!,#REF!,12%,9,9,1,0.888888889,Low Profit,31,69
603,20,01-12-2012,Small Market,East,7,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,0,40,41,#REF!,#REF!,-36%,7,5,10,-2.285714286,Low Profit,20,45
580,29,01-12-2012,Small Market,South,8,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,20,50,20,#REF!,#REF!,33%,8,23,9,3,Low Profit,29,73
253,24,01-12-2012,Small Market,West,7,Beans,Espresso,Caffe Latte,13,56,Washington,20,20,50,19,#REF!,#REF!,23%,7,6,4,1.857142857,Low Profit,24,56
541,24,01-12-2012,Small Market,West,6,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,20,50,17,#REF!,#REF!,32%,6,10,4,3.166666667,Low Profit,24,60
603,16,01-12-2012,Small Market,East,4,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,20,40,15,#REF!,#REF!,24%,4,1,6,2.5,Low Profit,16,41
